"No.","Time","Source","Destination","Protocol","Length","Info"
"9820","14.978755","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","QUIC","605","Protected Payload (KP0), DCID=01d21575eab12ffd86d09f7546b1085d2c55883b"
"9821","14.978774","192.168.3.20","200.192.100.13","DNS","86","Standard query 0xde31 A a-ring-fallback.msedge.net"
"9822","14.998880","200.192.100.13","192.168.3.20","DNS","138","Standard query response 0xde31 A a-ring-fallback.msedge.net CNAME a-9999.a-dc-msedge.net A 131.253.33.254"
"9823","14.998880","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","158","Standard query response 0xde31 A a-ring-fallback.msedge.net CNAME a-9999.a-dc-msedge.net A 131.253.33.254"
"9824","14.999671","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","86","52098  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"9825","15.004441","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","443  >  52097 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 SACK_PERM WS=8192"
"9826","15.004494","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","TCP","74","52097  >  443 [ACK] Seq=1 Ack=1 Win=66560 Len=0"
"9827","15.005265","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","TLSv1.3","1966","Client Hello (SNI=c2.piano.io)"
"9828","15.012901","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","443  >  52098 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1360 WS=256 SACK_PERM"
"9829","15.013002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9830","15.013652","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TLSv1.2","283","Client Hello (SNI=a-ring-fallback.msedge.net)"
"9831","15.026965","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52098 [ACK] Seq=1 Ack=210 Win=4195328 Len=0"
"9832","15.029510","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52098 [ACK] Seq=1 Ack=210 Win=4195328 Len=1360 [TCP segment of a reassembled PDU]"
"9833","15.029510","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52098 [ACK] Seq=1361 Ack=210 Win=4195328 Len=1360 [TCP segment of a reassembled PDU]"
"9834","15.029510","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52098 [ACK] Seq=2721 Ack=210 Win=4195328 Len=1360 [TCP segment of a reassembled PDU]"
"9835","15.029566","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=210 Ack=4081 Win=262144 Len=0"
"9836","15.029967","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52098 [ACK] Seq=4081 Ack=210 Win=4195328 Len=1360 [TCP segment of a reassembled PDU]"
"9837","15.029967","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","916","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"9838","15.030000","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=210 Ack=6283 Win=262144 Len=0"
"9839","15.038370","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TLSv1.2","232","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"9840","15.038574","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TLSv1.2","161","Application Data"
"9841","15.043517","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:837::2002","QUIC","766","Protected Payload (KP0), DCID=ffd81d44b4493dec"
"9842","15.043996","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:1419:6200:990::268b","TLSv1.3","98","Application Data"
"9843","15.044023","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:1419:6200:990::268b","TCP","74","51967  >  443 [FIN, ACK] Seq=2000 Ack=4599 Win=131328 Len=0"
"9844","15.051584","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52098 [ACK] Seq=6283 Ack=368 Win=4195072 Len=0"
"9845","15.051584","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52098 [ACK] Seq=6283 Ack=455 Win=4195072 Len=0"
"9846","15.052739","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","416","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"9847","15.052739","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","143","Application Data"
"9848","15.052765","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=455 Ack=6694 Win=261632 Len=0"
"9849","15.053454","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TLSv1.2","386","Application Data"
"9850","15.053512","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TLSv1.2","112","Application Data"
"9851","15.054817","2600:1419:6200:990::268b","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","[TCP Dup ACK 2851#1] 443  >  51967 [ACK] Seq=4599 Ack=1976 Win=64128 Len=0 SLE=2000 SRE=2001"
"9852","15.054817","2600:1419:6200:990::268b","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  51967 [ACK] Seq=4599 Ack=2001 Win=64128 Len=0"
"9853","15.065558","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","112","Application Data"
"9854","15.065604","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=805 Ack=6732 Win=261632 Len=0"
"9855","15.081470","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52098 [ACK] Seq=6732 Ack=767 Win=4194816 Len=0"
"9856","15.081470","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52098 [ACK] Seq=6732 Ack=805 Win=4194560 Len=0"
"9857","15.081470","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","593","Application Data"
"9858","15.081470","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","112","Application Data"
"9859","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52029 [ACK] Seq=9720 Ack=30423 Win=42496 Len=0"
"9860","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9861","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52029 [ACK] Seq=9755 Ack=31364 Win=42496 Len=0"
"9862","15.081470","2600:1419:6200:990::268b","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","98","Application Data"
"9863","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9864","15.081470","2600:1419:6200:990::268b","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  51967 [FIN, ACK] Seq=4623 Ack=2001 Win=64128 Len=0"
"9865","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9866","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9867","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52029 [ACK] Seq=9860 Ack=34159 Win=42496 Len=0"
"9868","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","176","Application Data"
"9869","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9870","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","190","Application Data"
"9871","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1290","Protected Payload (KP0), DCID=71e321"
"9872","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9873","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9874","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9875","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9876","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9877","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9878","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9879","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9880","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9881","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9882","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9883","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9884","15.081470","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","497","Protected Payload (KP0), DCID=71e321"
"9885","15.081470","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9886","15.081470","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","116","Handshake, DCID=840450, SCID=01d21575eab12ffd86d09f7546b1085d2c55883b"
"9887","15.081684","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:1419:6200:990::268b","TCP","74","51967  >  443 [RST, ACK] Seq=2001 Ack=4623 Win=0 Len=0"
"9888","15.081787","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2600:1419:6200:990::268b","TCP","74","51967  >  443 [RST] Seq=2001 Win=0 Len=0"
"9889","15.081826","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=805 Ack=7289 Win=261120 Len=0"
"9890","15.081850","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a02:6b8::90","TCP","74","52029  >  443 [ACK] Seq=44139 Ack=9997 Win=66048 Len=0"
"9891","15.082047","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a02:6b8::90","TCP","74","52029  >  443 [ACK] Seq=44139 Ack=10148 Win=65792 Len=0"
"9892","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9893","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52029 [ACK] Seq=10286 Ack=38608 Win=41728 Len=0"
"9894","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9895","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52029 [ACK] Seq=10321 Ack=39652 Win=42496 Len=0"
"9896","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9897","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9898","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9899","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9900","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9901","15.082148","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9902","15.082182","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a02:6b8::90","TCP","74","52029  >  443 [ACK] Seq=44139 Ack=10531 Win=65536 Len=0"
"9903","15.083047","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:837::2002","QUIC","100","Protected Payload (KP0), DCID=ffd81d44b4493dec"
"9904","15.084987","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52029 [ACK] Seq=10531 Ack=44139 Win=41728 Len=0"
"9905","15.084987","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9906","15.084987","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9907","15.084987","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","109","Application Data"
"9908","15.085036","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a02:6b8::90","TCP","74","52029  >  443 [ACK] Seq=44139 Ack=10670 Win=65280 Len=0"
"9909","15.085954","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","190","Application Data"
"9910","15.085954","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1289","Protected Payload (KP0), DCID=71e321"
"9911","15.085954","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9912","15.085954","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9913","15.085954","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1294","Protected Payload (KP0), DCID=71e321"
"9914","15.085954","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9915","15.085954","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9916","15.085954","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9917","15.085954","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9918","15.085954","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9919","15.086061","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a02:6b8::90","TCP","74","52029  >  443 [ACK] Seq=44139 Ack=11131 Win=66560 Len=0"
"9920","15.086234","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:837::2002","QUIC","95","Protected Payload (KP0), DCID=ffd81d44b4493dec"
"9921","15.087361","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","480","Protected Payload (KP0), DCID=71e321"
"9922","15.087361","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9923","15.087812","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TLSv1.2","156","Application Data"
"9924","15.089104","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","89","Protected Payload (KP0), DCID=840450"
"9925","15.089104","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","114","Protected Payload (KP0), DCID=840450"
"9926","15.089104","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","598","Protected Payload (KP0), DCID=840450"
"9927","15.089104","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","89","Protected Payload (KP0), DCID=840450"
"9928","15.089104","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","88","Protected Payload (KP0), DCID=840450"
"9929","15.090030","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","QUIC","107","Protected Payload (KP0), DCID=01d21575eab12ffd86d09f7546b1085d2c55883b"
"9930","15.093246","2a02:6b8::90","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","143","Application Data"
"9931","15.093296","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a02:6b8::90","TCP","74","52029  >  443 [ACK] Seq=44139 Ack=11269 Win=66304 Len=0"
"9932","15.097919","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","88","Protected Payload (KP0), DCID=840450"
"9933","15.102215","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52098 [ACK] Seq=7289 Ack=887 Win=4194560 Len=0"
"9934","15.104766","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","275","Application Data"
"9935","15.104766","2a01:111:202c::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","112","Application Data"
"9936","15.104813","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2a01:111:202c::254","TCP","74","52098  >  443 [ACK] Seq=887 Ack=7528 Win=260864 Len=0"
"9937","15.105891","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:806::2002","QUIC","496","Protected Payload (KP0), DCID=f1b2f5d3df81be62"
"9938","15.110950","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","100","Standard query 0xbd3a A t-ring-s2.msedge.net"
"9939","15.111219","fe80::82e2:95e7:e8c1:3651","fe80::5655:d5ff:fee0:eecb","DNS","100","Standard query 0xd1e0 AAAA t-ring-s2.msedge.net"
"9940","15.116293","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","121","Protected Payload (KP0), DCID=71e321"
"9941","15.116640","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:837::2002","QUIC","107","Protected Payload (KP0), DCID=ffd81d44b4493dec"
"9942","15.116999","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","178","Standard query response 0xbd3a A t-ring-s2.msedge.net CNAME t-ring.s-part2-t-9999.t-msedge.net CNAME s-part2-t-9999.t-msedge.net A 13.107.213.254"
"9943","15.117132","fe80::5655:d5ff:fee0:eecb","fe80::82e2:95e7:e8c1:3651","DNS","190","Standard query response 0xd1e0 AAAA t-ring-s2.msedge.net CNAME t-ring.s-part2-t-9999.t-msedge.net CNAME s-part2-t-9999.t-msedge.net AAAA 2620:1ec:46::254"
"9944","15.117804","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TCP","86","52099  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"9945","15.118517","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","88","Protected Payload (KP0), DCID=71e321"
"9946","15.130798","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52097 [ACK] Seq=1 Ack=1361 Win=73728 Len=0"
"9947","15.130798","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52097 [ACK] Seq=1 Ack=1893 Win=73728 Len=0"
"9948","15.130798","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","1434","Server Hello, Change Cipher Spec"
"9949","15.130798","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52097 [PSH, ACK] Seq=1361 Ack=1893 Win=73728 Len=1360 [TCP segment of a reassembled PDU]"
"9950","15.130798","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.3","856","Application Data"
"9951","15.130798","2800:3f0:4001:837::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","95","Protected Payload (KP0), DCID=71e321"
"9952","15.130798","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","86","443  >  52099 [SYN, ACK] Seq=0 Ack=1 Win=43090 Len=0 MSS=1360 SACK_PERM WS=512"
"9953","15.130889","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","TCP","74","52097  >  443 [ACK] Seq=1893 Ack=2721 Win=66560 Len=0"
"9954","15.131043","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TCP","74","52099  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0"
"9955","15.131589","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TLSv1.2","277","Client Hello (SNI=t-ring-s2.msedge.net)"
"9956","15.132530","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","TLSv1.3","138","Change Cipher Spec, Application Data"
"9957","15.132949","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:837::2002","QUIC","95","Protected Payload (KP0), DCID=ffd81d44b4493dec"
"9958","15.133234","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","TLSv1.3","166","Application Data"
"9959","15.142745","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52099 [ACK] Seq=1 Ack=204 Win=43008 Len=0"
"9960","15.143261","2800:3f0:4001:806::2002","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","95","Protected Payload (KP0), DCID=4b5ea7"
"9961","15.143454","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2800:3f0:4001:806::2002","QUIC","94","Protected Payload (KP0), DCID=f1b2f5d3df81be62"
"9962","15.143847","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","1434","Server Hello"
"9963","15.143847","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52099 [PSH, ACK] Seq=1361 Ack=204 Win=43008 Len=1360 [TCP segment of a reassembled PDU]"
"9964","15.143880","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TCP","74","52099  >  443 [ACK] Seq=204 Ack=2721 Win=262144 Len=0"
"9965","15.144154","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52099 [ACK] Seq=2721 Ack=204 Win=43008 Len=1360 [TCP segment of a reassembled PDU]"
"9966","15.144154","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","90","443  >  52099 [PSH, ACK] Seq=4081 Ack=204 Win=43008 Len=16 [TCP segment of a reassembled PDU]"
"9967","15.144165","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TCP","74","52099  >  443 [ACK] Seq=204 Ack=4097 Win=262144 Len=0"
"9968","15.145639","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","1434","Certificate"
"9969","15.145639","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","1434","443  >  52099 [PSH, ACK] Seq=5457 Ack=204 Win=43008 Len=1360 [TCP segment of a reassembled PDU]"
"9970","15.145639","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","430","Certificate Status, Server Key Exchange, Server Hello Done"
"9971","15.145673","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TCP","74","52099  >  443 [ACK] Seq=204 Ack=7173 Win=262144 Len=0"
"9972","15.147263","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1262","Protected Payload (KP0), DCID=840450"
"9973","15.147263","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1262","Protected Payload (KP0), DCID=840450"
"9974","15.147263","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","1262","Protected Payload (KP0), DCID=840450"
"9975","15.147263","2606:4700::6810:8f6f","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","QUIC","119","Protected Payload (KP0), DCID=840450"
"9976","15.147733","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2606:4700::6810:8f6f","QUIC","105","Protected Payload (KP0), DCID=01d21575eab12ffd86d09f7546b1085d2c55883b"
"9977","15.151480","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TLSv1.2","200","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"9978","15.151712","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","2620:1ec:46::254","TLSv1.2","561","Application Data"
"9979","15.164104","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TCP","74","443  >  52099 [ACK] Seq=7173 Ack=817 Win=42496 Len=0"
"9980","15.164863","2620:1ec:46::254","2804:7acc:abf:4d00:89e9:80f4:2dd9:54a0","TLSv1.2","364","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
